,Brand,Avg Rating,Total Comment,Seller Rating,Notebook Type,Memory Speed,Bluetooth,Weight,Touch Screen,Screen Size,GPU Type,GPU,CPU Generation,CPU Type,OS,Max CPU Speed,Screen Resolution,Finger Print,RAM,RAM Type,HDD,SSD,Charging Time,CPU Speed,Price
627,Dell,5.0,1,"9,8",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Belirtilmemiþ,16 GB,DDR4,Yok,512 GB,,2.40 GHz,12.933 TL
628,HP,4.8,17,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i3,Yok (Free Dos),4.1 GHz,1920 x 1080,Yok,4 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,1.70 GHz,6.649 TL
629,Apple,4.8,27,"9,7",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,13 inç,Belirtilmemiþ,Belirtilmemiþ,Yok,Apple M1,macOS,Yok,2560 x 1600,Var,8 GB,Belirtilmemiþ,Yok,512 GB,,Belirtilmemiþ,23.159 TL
630,Asus,4.1,17,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,1.Nesil,Intel Celeron,Yok (Free Dos),2.8 GHz,1366 x 768,Yok,4 GB,LPDDR4,1 TB,Yok,,1.1 GHz,3.860 TL
631,Asus,,,"9,9",Notebook,2666 MHz,Var,2 kg ve Altý,Belirtilmemiþ,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i3,Yok (Free Dos),3.4 GHz,1920 x 1080,Belirtilmemiþ,16 GB,DDR4,256 GB,256 GB,,3.4 GHz,11.306 TL
632,MSI,,,"9,7",Notebook,Belirtilmemiþ,Belirtilmemiþ,1 - 2 kg,Belirtilmemiþ,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Pro,4.8 GHz,Belirtilmemiþ,Belirtilmemiþ,32 GB,DDR5,Yok,1 TB,,3.6 GHz,42.009 TL
633,Lenovo,,,10,Notebook,3200 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,256 GB,,2.4 GHz,11.348 TL
634,Dell,,,10,Oyun Bilgisayarlarý,2666 MHz,Var,2 - 4 kg,Yok,17 inç,Harici Ekran Kartý,GDDR6,10.Nesil,Intel Core i7,Windows 10 Pro,5 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,2 TB,,2.60 GHz,59.198 TL
635,Apple,,,"9,7",Notebook,2133 MHz,Var,2 - 4 kg,Yok,14 inç,Belirtilmemiþ,GDDR4,M1 Pro,Apple M1 Pro Çip,macOS,Yok,Belirtilmemiþ,Var,16 GB,DDR4,1 TB,1 TB,6 Saat ve Üstü,Belirtilmemiþ,44.849 TL
636,Asus,,,10,Notebook,2666 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,10. Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Var,8 GB,DDR4,Yok,512 GB,,1.6 GHz,11.448 TL
637,HP,,,,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.8 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,4.8 GHz,22.448 TL
638,Lenovo,,,"9,9",Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Yok,AMD Athlon Gold,Windows 10 Pro,3.3 GHz,1366 x 768,Yok,8 GB,DDR4,Yok,128 GB,,2.4 GHz,5.750 TL
639,Dell,,,"9,6",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 5,Windows 10 Pro,4.0 GHz,1920 x 1080,Var,32 GB,DDR4,Yok,512 GB,,2.1 GHz,19.440 TL
640,Dell,5.0,1,"9,6",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i3,Windows 10 Pro,4.1 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,1.7 GHz,11.800 TL
641,HP,4.7,7,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1366 x 768,Yok,8 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,1.60 GHz,9.892 TL
642,Dell,,,"9,4",Notebook,1333 MHz,Belirtilmemiþ,1 - 2 kg,Belirtilmemiþ,14 inç,Dahili Ekran Kartý,Belirtilmemiþ,8.Nesil,Intel Core i7,Linux,1.5 GHz,1024 x 600,Belirtilmemiþ,8 GB,Belirtilmemiþ,256 GB,256 GB,4 - 6 Saat,1.2 GHz,13.999 TL
643,Asus,,,"9,6",Ultrabook,4800 MHz,Belirtilmemiþ,1 - 2 kg,Var,"13,3 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i7,Windows 10 Pro,4.7 GHz,1920 x 1080,Yok,16 GB,DDR4,1 TB,1 TB,6 Saat ve Üstü,2.8 GHz,28.499 TL
644,Acer,5.0,1,"9,7",Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,4.Nesil,Intel Celeron,Yok (Free Dos),Yok,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,4 - 6 Saat,1.10 GHz,7.171 TL
645,Asus,,,"9,6",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Intel Core i7-1065G7,Intel Core i7,Windows 11 Pro,3.9 GHz,1920 x 1080,Yok,16 GB,DDR4,2 TB,512 GB,,1.3 GHz,15.746 TL
646,HP,,,"9,4",Ultrabook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Pro,3.9 GHz,1920 x 1080,Var,32 GB,DDR4,512 GB,512 GB,6 Saat ve Üstü,1.66 GHz,25.400 TL
647,Lenovo,,,"9,9",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,32 GB,DDR4,1 TB,1 TB,,1.60 GHz,20.392 TL
648,Dell,,,"9,4",Notebook,1333 MHz,Belirtilmemiþ,1 - 2 kg,Belirtilmemiþ,14 inç,Dahili Ekran Kartý,Belirtilmemiþ,8.Nesil,Intel Core i7,Linux,1.5 GHz,1024 x 600,Belirtilmemiþ,8 GB,Belirtilmemiþ,256 GB,256 GB,4 - 6 Saat,1.2 GHz,13.999 TL
649,Dell,,,"9,9",Notebook,3200 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Ubuntu,4.3 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,3 Saat ve Altý,2.4 GHz,13.099 TL
650,HP,,,"9,4",Ultrabook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Pro,3.9 GHz,1920 x 1080,Var,32 GB,DDR4,512 GB,512 GB,6 Saat ve Üstü,1.66 GHz,25.400 TL
651,Lenovo,,,"9,9",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,32 GB,DDR4,1 TB,1 TB,,1.60 GHz,20.392 TL
652,Acer,5.0,1,"9,7",Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,4.Nesil,Intel Celeron,Yok (Free Dos),Yok,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,4 - 6 Saat,1.10 GHz,7.171 TL
653,Asus,,,"9,6",Ultrabook,4800 MHz,Belirtilmemiþ,1 - 2 kg,Var,"13,3 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i7,Windows 10 Pro,4.7 GHz,1920 x 1080,Yok,16 GB,DDR4,1 TB,1 TB,6 Saat ve Üstü,2.8 GHz,28.499 TL
654,Apple,,,,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Belirtilmemiþ,13 inç,Belirtilmemiþ,Belirtilmemiþ,Yok,Apple M2,macOS,Yok,2560 x 1600,Belirtilmemiþ,8 GB,Belirtilmemiþ,Yok,512 GB,,Belirtilmemiþ,31.998 TL
655,HP,4.3,6,"9,7",Notebook,2933 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Yok,Intel Pentium,Windows 10 Home,3.3 GHz,1366 x 768,Yok,4 GB,DDR4,Belirtilmemiþ,128 GB,4 - 6 Saat,1.10 GHz,5.199 TL
656,Lenovo,4.8,5,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Var,8 GB,DDR4,Yok,256 GB,,2.4 GHz,15.399 TL
657,Asus,4.0,1,"9,7",Oyun Bilgisayarlarý,2133 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10.Nesil,Intel Core i7,Endless OS,,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.60 GHz,22.499 TL
658,Lenovo,5.0,2,"9,6",Ýkisi Bir Arada,3200 MHz,Var,1 - 2 kg,Var,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.8 GHz,15.999 TL
659,Acer,,,"9,1",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"17,3 inç",Yüksek Seviye Harici Ekran Kartý,Onboard,10.Nesil,Intel Core i7,Windows 10 Home,5 GHz,1920 x 1080,Yok,64 GB,DDR4,Yok,1 TB,,2.6 GHz,27.929 TL
660,Asus,,,09,Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,4.Nesil,AMD Ryzen 5,Windows 11 Pro,4.0 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,1 TB,6 Saat ve Üstü,3 GHz,17.599 TL
661,Dell,,,"9,1",Notebook,2666 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,1 TB,,2.4 GHz,15.875 TL
662,Lenovo,,,"9,1",Oyun Bilgisayarlarý,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Windows 10 Pro,4.4 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,512 GB,,3.1 GHz,23.205 TL
663,Lenovo,,,"9,9",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,1.60 GHz,11.944 TL
664,Dell,,,"9,1",Notebook,3200 MHz,Var,1 - 2 kg,Yok,16 inç,Dahili Ekran Kartý,Onboard,12.Nesil,Intel Core i7,Windows 11 Pro,4.7 GHz,1920 x 1200,Var,32 GB,DDR4,Yok,1 TB,,3.4 GHz,29.497 TL
665,Dell,,,"9,1",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i7,Windows 10 Pro,4.7 GHz,1920 x 1080,Yok,64 GB,DDR4,Yok,1 TB,,2.9 GHz,24.205 TL
666,Dell,,,10,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Linux,4.2 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,1 TB,,2.4 GHz,12.690 TL
667,Apple,5.0,10,10,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Belirtilmemiþ,"13,3 inç",Belirtilmemiþ,Belirtilmemiþ,M1,Apple M1,macOS,Yok,Belirtilmemiþ,Belirtilmemiþ,16 GB,Belirtilmemiþ,Belirtilmemiþ,256 GB,6 Saat ve Üstü,Belirtilmemiþ,23.999 TL
668,Asus,,,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i3,Windows 11 Pro,4.1 GHz,1366 x 768,Var,16 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,3 GHz,12.119 TL
669,Acer,5.0,3,10,Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,3.Nesil,AMD Ryzen 5,Linux,3.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,3 Saat ve Altý,2.1 GHz,7.099 TL
670,Asus,5.0,1,"9,6",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Intel Core i7-1065G7,Intel Core i7,Yok (Free Dos),3.9 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,1.3 GHz,13.515 TL
671,Asus,4.0,11,"9,7",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i5,Windows 10 Home,3.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,3 Saat ve Altý,1 GHz,10.499 TL
672,Asus,4.4,63,10,Notebook,2400 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 5,Yok (Free Dos),,1920 x 1080,Yok,4 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,2.1 GHz,9.749 TL
673,Apple,5.0,10,"9,4",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,13 inç,Belirtilmemiþ,Belirtilmemiþ,Yok,Apple M1,macOS,Yok,2560 x 1600,Var,16 GB,Belirtilmemiþ,Yok,512 GB,,Belirtilmemiþ,31.800 TL
674,HP,4.8,15,10,Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i3,Yok (Free Dos),4.1 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,2.7 GHz,8.088 TL
675,Acer,2.5,2,"9,4",Notebook,Belirtilmemiþ,Belirtilmemiþ,Belirtilmemiþ,Yok,14 inç,Belirtilmemiþ,Belirtilmemiþ,Yok,AMD A6,Windows 10 Home,Yok,1366 x 768,Yok,4 GB,DDR4,1 TB,Yok,6 Saat ve Üstü,Belirtilmemiþ,3.699 TL
676,Asus,5.0,1,,Ultrabook,4267 MHz,Var,2 kg ve Altý,Var,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Pro,5 GHz,1920 x 1080,Belirtilmemiþ,16 GB,LPDDR4X,Yok,1 TB,6 Saat ve Üstü,2.66 GHz,38.556 TL
677,HP,5.0,5,"9,9",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,14 inç,Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Yok (Free Dos),3.9 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,,1.3 GHz,12.610 TL
678,HP,4.8,13,10,Notebook,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Home,2.4 GHz,1920 x 1080,Yok,4 GB,DDR4,Yok,256 GB,,2.4 GHz,10.499 TL
679,Asus,4.5,29,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.4 GHz,16.499 TL
680,Asus,4.8,28,"9,4",Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,7.Nesil,Intel Core i3,Yok (Free Dos),2.3 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,256 GB,,2.3 GHz,5.999 TL
681,Monster,4.5,215,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,500 GB,,2.70 GHz,20.187 TL
682,Asus,4.4,14,,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.8 GHz,2880 x 1800,Var,16 GB,DDR4,Yok,1 TB,,3.3 GHz,26.753 TL
683,Acer,4.7,295,10,Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Belirtilmemiþ,GDDR5,10.Nesil,Intel Core i5,Windows 10 Home,3.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,1 GHz,9.227 TL
684,MSI,,,"9,8",Oyun Bilgisayarlarý,4800 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Harici Ekran Kartý,GDDR6,12.Nesil,Intel Core i7,Windows 11 Home,4.7 GHz,3840 x 2160,Yok,32 GB,DDR5,Yok,2 TB,,3.5 GHz,87.299 TL
685,Lenovo,,,"9,8",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Windows 10 Pro (Ýngilizce),4.4 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,1 TB,,3.2 GHz,22.980 TL
686,Dell,,,"9,8",Ýkisi Bir Arada,Belirtilmemiþ,Var,1 - 2 kg,Var,"13,3 inç",Dahili Ekran Kartý,Onboard,10. Nesil,Intel Core i7,Windows 10 Pro,4.9 GHz,3840 x 2160,Belirtilmemiþ,16 GB,LPDDR3,512 GB,512 GB,,1.8 GHz,32.999 TL
687,Lenovo,5.0,2,"9,9",Notebook,2666 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 3,Yok (Free Dos),3.5 GHz,1920 x 1080,Yok,8 GB,DDR4,1 TB,Yok,,2.6 GHz,6.499 TL
688,Lenovo,,,"9,9",Notebook,4266 MHz,Var,2 kg ve Altý,Var,14 inç,Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i7,Yok (Free Dos),4.7 GHz,1920 x 1200,Var,16 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.80 GHz,42.249 TL
689,HP,,,10,Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Windows 10 Pro,4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,3.2 GHz,18.499 TL
690,HP,5.0,2,9,Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Windows 11 Home,4.2 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.4 GHz,13.499 TL
691,Asus,,,"9,9",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i5,Yok (Free Dos),3.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,256 GB,4 - 6 Saat,1.1 GHz,11.568 TL
692,HP,5.0,1,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,2.4 GHz,13.899 TL
693,Asus,,,"9,9",Notebook,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i3,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,1 TB,4 - 6 Saat,2.1 GHz,9.281 TL
694,Lenovo,5.0,1,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Var,16 GB,DDR5,Yok,512 GB,4 - 6 Saat,2.4 GHz,18.167 TL
695,HP,4.8,12,"9,6",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Yok (Free Dos),Yok,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,4 - 6 Saat,1 GHz,11.399 TL
696,Lenovo,,,"9,1",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"17,3 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i7,Windows 10 Pro,3.9 GHz,1920 x 1080,Yok,20 GB,DDR4,1 TB,512 GB,,1.3 GHz,23.185 TL
697,Dell,,,"9,1",Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),5 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,512 GB,,3.4 GHz,23.055 TL
698,Dell,,,"9,1",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Windows 10 Pro,4.6 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.20 GHz,28.879 TL
699,Dell,4.0,1,"9,1",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Linux,4.6 GHz,1920 x 1080,Yok,64 GB,DDR4,Yok,1 TB,4 - 6 Saat,2.20 GHz,30.947 TL
700,Lenovo,,,"9,1",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Pro,4.7 GHz,1920 x 1080,Yok,40 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,2.8 GHz,18.129 TL
701,Dell,,,10,Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Ubuntu,3 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,4 - 6 Saat,3 GHz,24.799 TL
702,Monster,5.0,5,"9,9",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"14,1 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Home,4.7 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,1 TB,,2.8 GHz,25.283 TL
703,Dell,,,"9,1",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Windows 11 Pro,4.2 GHz,1920 x 1080,Var,16 GB,DDR4,Yok,512 GB,,2.4 GHz,15.179 TL
704,Dell,,,"9,5",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Yok (Free Dos),2.8 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.8 GHz,19.119 TL
705,HP,4.8,4,"9,3",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 3,Yok (Free Dos),2.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,256 GB,4 - 6 Saat,2.6 GHz,6.997 TL
706,Asus,4.6,97,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.4 GHz,10.999 TL
707,Asus,5.0,2,"9,7",Notebook,1066 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,GDDR4,10. Nesil,Intel Core i3,Windows 10 Home,3.4 GHz,1366 x 768,Yok,4 GB,DDR4,256 GB,256 GB,4 - 6 Saat,1.2 GHz,6.499 TL
708,Asus,4.5,25,,Oyun Bilgisayarlarý,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Yüksek Seviye Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Yok (Free Dos),4.3 GHz,2560 x 1440,Yok,16 GB,DDR4,Yok,1 TB,,3 GHz,22.998 TL
709,Asus,5.0,2,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10. Nesil,Intel Core i7,Yok (Free Dos),3.9 GHz,1920 x 1080,Yok,16 GB,DDR4,1 TB,512 GB,,1.3 GHz,13.294 TL
710,Asus,3.0,1,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10. Nesil,Intel Core i7,Yok (Free Dos),3.9 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,1.3 GHz,12.599 TL
711,Asus,4.7,107,"9,8",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i5,Yok (Free Dos),3.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,1 GHz,11.970 TL
712,Lenovo,,,"9,8",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Windows 10 Pro (Ýngilizce),4.4 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,1 TB,,3.2 GHz,22.980 TL
713,Asus,,,"9,9",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i5,Yok (Free Dos),3.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,256 GB,4 - 6 Saat,1.1 GHz,11.568 TL
714,HP,5.0,1,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 10 Pro,4.2 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,2.4 GHz,13.899 TL
